,ID_PRET,SEXE,AGE,OCCUPATION,SOURCE_REVENU,REVENU_TOTAL,VOITURE,IMMOBILIER,DETTE_TOTALE
1288539,404411,F,60,Not applicable / Not specified,Pensioner,139500.0,N,Y,0.0
1288997,404524,M,39,Not applicable / Not specified,Working,67500.0,Y,Y,0.0
1289300,404594,F,42,Sales staff,Working,121500.0,N,N,67174.47
1290112,404778,F,48,Laborers,Working,180000.0,N,Y,26365.5
1290190,404799,F,29,Laborers,Commercial associate,157500.0,N,Y,131211.0
1290229,404807,F,47,Not applicable / Not specified,State servant,112500.0,N,Y,207355.32
1290449,404858,F,47,Not applicable / Not specified,Commercial associate,112500.0,N,Y,0.0
1290551,404879,F,40,High skill tech staff,Working,144000.0,N,Y,459616.5
1290648,404898,M,43,Not applicable / Not specified,Commercial associate,225000.0,N,Y,1112253.12
1291010,404982,F,24,Waiters/barmen staff,Commercial associate,157500.0,N,Y,0.0
1291071,404996,M,37,Laborers,Commercial associate,292500.0,N,N,66633.66
1291622,405116,M,30,Laborers,Working,58500.0,Y,Y,0.0
1291954,405185,F,60,Not applicable / Not specified,Pensioner,135000.0,N,Y,32319.0
1292070,405210,F,36,Laborers,Commercial associate,202500.0,N,N,0.0
1292374,405296,M,54,Laborers,Commercial associate,360000.0,Y,N,225751.5
1292821,405420,F,31,Not applicable / Not specified,Working,135000.0,N,Y,158161.5
1293363,405551,M,39,Sales staff,Commercial associate,157500.0,N,Y,233293.5
1293630,405617,F,31,Not applicable / Not specified,Working,112500.0,N,N,0.0
1294710,405903,F,42,Sales staff,Working,67500.0,N,Y,202443.525
1295034,405986,F,35,Managers,Working,135000.0,N,N,0.0
1295109,406017,F,39,Managers,Working,247500.0,Y,N,1849765.5
1295657,406158,F,46,Laborers,Working,90000.0,N,Y,307665.0
1297223,406501,F,22,Core staff,Commercial associate,112500.0,Y,N,1136991.105
1297416,406540,F,35,Managers,Commercial associate,202500.0,N,Y,355095.0
1297857,406635,M,28,Not applicable / Not specified,Working,202500.0,Y,N,540544.5
1298453,406769,F,45,Not applicable / Not specified,Working,202500.0,N,Y,24552.0
1298922,406891,M,59,Low-skill Laborers,Working,85500.0,Y,Y,0.0
1299568,407048,F,51,Not applicable / Not specified,Commercial associate,135000.0,N,Y,46570.5
1299748,407102,M,39,Not applicable / Not specified,Working,202500.0,Y,N,5297994.9
1300185,407202,F,54,Cooking staff,State servant,180000.0,N,Y,192672.0
1300223,407209,F,50,Not applicable / Not specified,Working,67500.0,N,N,231093.0
1301093,407440,M,57,Drivers,Working,135000.0,N,Y,0.0
1301526,407554,F,28,Sales staff,Working,211500.0,N,Y,0.0
1303232,408019,M,64,Not applicable / Not specified,Pensioner,324000.0,Y,Y,0.0
1304101,408200,M,30,Not applicable / Not specified,Working,100125.0,Y,Y,0.0
1304177,408220,F,44,Sales staff,Working,112500.0,N,Y,539550.0
1304275,408239,F,62,Not applicable / Not specified,Pensioner,112500.0,N,N,179892.0
1304694,408354,M,30,Not applicable / Not specified,Commercial associate,337500.0,Y,Y,1714666.5
1305576,408592,M,25,IT staff,Commercial associate,141750.0,N,N,157756.5
1305582,408595,F,59,Not applicable / Not specified,Pensioner,63000.0,N,Y,534735.0
1306358,408810,M,31,Drivers,Commercial associate,225000.0,Y,Y,0.0
1306567,408849,M,52,Core staff,Working,112500.0,Y,Y,30373.83
1307419,409053,F,35,Not applicable / Not specified,Working,270000.0,Y,Y,1321848.0
1308966,409422,M,47,Not applicable / Not specified,Working,265500.0,Y,Y,108850.5
1309345,409515,M,33,Low-skill Laborers,Working,99000.0,N,N,0.0
1309421,409539,F,55,Not applicable / Not specified,Pensioner,157500.0,N,N,326561.4
1310059,409688,F,41,Managers,Working,270000.0,Y,Y,280836.0
1310231,409725,M,47,Managers,Working,270000.0,Y,Y,574953.66
1310458,409782,F,40,Medicine staff,Working,130500.0,Y,N,101727.0
1311397,410027,M,52,Security staff,Working,292500.0,N,Y,0.0
1311802,410124,F,41,Sales staff,Working,121500.0,Y,Y,0.0
1312066,410191,F,26,Sales staff,Commercial associate,76500.0,N,Y,0.0
1312390,410255,M,51,Core staff,State servant,135000.0,Y,Y,665509.5
1312871,410399,M,30,Laborers,Working,112500.0,Y,Y,349353.0
1313154,410453,F,33,Core staff,Commercial associate,157500.0,N,Y,161084.52
1313407,410506,F,54,Laborers,Working,99000.0,N,Y,0.0
1313680,410570,F,41,Medicine staff,Working,247500.0,Y,Y,4369315.5
1313821,410590,M,57,Laborers,Working,189000.0,N,N,295236.0
1314135,410672,F,56,Not applicable / Not specified,Pensioner,67500.0,N,Y,0.0
1315680,411068,F,46,Not applicable / Not specified,Working,117000.0,N,Y,0.0
1316824,411355,F,33,Core staff,Working,150691.5,Y,N,0.0
1317515,411526,F,38,Sales staff,Working,157500.0,N,Y,162580.5
1317847,411594,F,30,Core staff,Commercial associate,247500.0,N,Y,119133.0
1318220,411701,M,57,High skill tech staff,Working,180000.0,Y,Y,2036185.83
1318345,411735,F,41,Cooking staff,Working,157500.0,Y,N,135724.5
1318698,411815,M,50,Not applicable / Not specified,Working,292500.0,N,Y,0.0
1320418,412277,F,47,Managers,Working,94500.0,N,Y,424485.135
1320454,412285,F,50,Medicine staff,State servant,180000.0,N,Y,83979.0
1320508,412293,F,61,Not applicable / Not specified,Pensioner,135000.0,N,Y,0.0
1320973,412389,F,36,Managers,State servant,90000.0,N,Y,151803.0
1321994,412660,F,39,Laborers,Working,81000.0,N,Y,490810.5
1322022,412676,M,28,High skill tech staff,Working,135000.0,Y,Y,3013416.0
1322065,412691,F,42,Sales staff,Working,135000.0,Y,Y,6429600.0
1323229,412948,F,31,Sales staff,Working,90000.0,Y,Y,0.0
1323632,413037,F,55,Not applicable / Not specified,Pensioner,247500.0,N,N,429394.5
1323871,413093,F,55,Managers,Working,180000.0,N,Y,854239.5
1323952,413105,F,29,Accountants,Working,119250.0,N,Y,0.0
1324121,413161,M,38,Laborers,Working,135000.0,N,N,388323.0
1324666,413259,M,27,Laborers,Working,112500.0,N,Y,2660364.0
1326363,413761,M,48,Drivers,Working,216000.0,N,Y,180072.0
1326381,413763,F,43,Core staff,Working,112500.0,Y,Y,0.0
1326753,413879,F,44,Not applicable / Not specified,Working,45000.0,N,N,80680.5
1326790,413890,F,60,Not applicable / Not specified,Pensioner,202500.0,N,N,0.0
1327108,413963,M,58,Not applicable / Not specified,Pensioner,85500.0,N,N,132562.53
1327952,414176,F,54,Medicine staff,Working,90000.0,N,N,61335.0
1328152,414219,F,34,Not applicable / Not specified,Commercial associate,180000.0,Y,Y,7549083.0
1328901,414420,F,25,Managers,Working,67500.0,N,Y,0.0
1329076,414461,M,60,Not applicable / Not specified,Pensioner,90000.0,Y,Y,688513.275
1329546,414580,F,47,Not applicable / Not specified,Working,207000.0,N,Y,230731.065
1329740,414637,F,30,Cooking staff,Working,90000.0,N,Y,0.0
1329896,414667,M,23,Sales staff,Commercial associate,144000.0,Y,Y,40500.0
1329989,414697,M,50,Managers,Commercial associate,247500.0,Y,N,0.0
1330170,414742,F,49,Laborers,Working,135000.0,N,Y,0.0
1330188,414746,F,58,Not applicable / Not specified,Working,157500.0,N,Y,0.0
1330456,414800,M,25,Not applicable / Not specified,Commercial associate,202500.0,N,Y,0.0
1330668,414851,F,50,Medicine staff,Working,135000.0,N,Y,214357.5
1332063,415177,M,25,Drivers,Working,112500.0,N,N,0.0
1332228,415212,M,34,Laborers,Commercial associate,112500.0,Y,N,2649996.0
1332279,415221,M,55,Not applicable / Not specified,Working,157500.0,N,Y,1479168.0
1332440,415254,M,61,Not applicable / Not specified,Pensioner,90000.0,N,Y,116219.475
1333160,415391,M,38,Not applicable / Not specified,Working,247500.0,Y,N,245862.0
1333166,415392,M,52,Core staff,State servant,450000.0,Y,N,16057431.0
1333648,415512,F,36,Laborers,Working,112500.0,N,Y,0.0
1333649,415513,F,39,Core staff,Commercial associate,157500.0,N,Y,739449.0
1333820,415581,F,60,Not applicable / Not specified,Pensioner,67500.0,N,Y,0.0
1334371,415711,F,32,Medicine staff,State servant,157500.0,N,Y,0.0
1334833,415823,F,52,Private service staff,Working,90000.0,N,Y,0.0
1335277,415920,F,62,Not applicable / Not specified,Pensioner,90000.0,N,N,0.0
1335763,416017,F,30,Accountants,Working,211500.0,N,N,0.0
1335780,416023,F,39,Laborers,Working,90000.0,N,Y,0.0
1335849,416041,M,54,Laborers,Working,126000.0,Y,Y,0.0
1336388,416151,M,53,Managers,Commercial associate,180000.0,Y,Y,0.0
1337676,416447,F,30,Core staff,State servant,72000.0,N,N,0.0
1338526,416613,M,63,Not applicable / Not specified,Pensioner,103500.0,N,Y,0.0
1339693,416849,F,51,Not applicable / Not specified,Working,171000.0,N,Y,793503.0
1340559,417074,F,35,Sales staff,Commercial associate,99000.0,N,Y,173893.5
1341059,417170,F,51,Not applicable / Not specified,Pensioner,225000.0,N,Y,566356.5
1342285,417498,F,41,Sales staff,Working,54000.0,N,N,0.0
1342914,417632,F,54,Laborers,Working,67500.0,N,Y,840591.0
1343100,417683,F,68,Not applicable / Not specified,Pensioner,67500.0,N,Y,48141.0
1344755,418079,F,56,Not applicable / Not specified,Pensioner,220500.0,Y,N,232141.5
1344830,418091,F,44,Cleaning staff,Commercial associate,157500.0,N,Y,162558.0
1345249,418163,F,57,Not applicable / Not specified,Pensioner,135000.0,N,N,83847.15
1346062,418329,M,30,Drivers,Working,157500.0,Y,N,54000.0
1346129,418339,F,65,Not applicable / Not specified,Pensioner,135000.0,Y,N,120168.0
1346739,418479,F,45,Sales staff,Working,180000.0,N,Y,0.0
1347086,418564,M,37,Not applicable / Not specified,Working,157500.0,Y,N,69435.0
1348387,418888,F,33,Sales staff,Working,135000.0,N,N,0.0
1348402,418894,F,30,Sales staff,Working,90000.0,N,N,0.0
1349048,419032,M,47,Managers,Commercial associate,189000.0,Y,Y,3059618.625
1349438,419114,F,50,Laborers,Working,160200.0,N,Y,364441.5
1352063,419708,F,37,Sales staff,Working,67500.0,N,Y,0.0
1352805,419904,M,36,Managers,State servant,229500.0,N,N,2134008.0
1352868,419915,F,37,Core staff,State servant,90000.0,N,N,390132.0
1352968,419936,M,39,Not applicable / Not specified,Commercial associate,180000.0,N,Y,0.0
1353017,419948,F,52,Accountants,State servant,90000.0,N,N,0.0
1353707,420084,F,53,Not applicable / Not specified,Working,45000.0,N,Y,0.0
1353936,420127,M,38,Managers,Commercial associate,225000.0,Y,Y,0.0
1354204,420179,F,56,Not applicable / Not specified,Pensioner,51300.0,N,Y,289044.0
1354810,420329,F,55,Not applicable / Not specified,Pensioner,112500.0,Y,N,0.0
1355156,420433,M,35,Core staff,Working,90000.0,N,Y,151821.0
1355299,420456,F,26,Core staff,Commercial associate,112500.0,N,Y,8989789.5
1356425,420729,F,36,Accountants,Working,189000.0,Y,Y,6700720.5
1357166,420926,F,47,Sales staff,Working,135000.0,N,Y,0.0
1358209,421144,F,29,Not applicable / Not specified,Commercial associate,180000.0,N,Y,546399.0
1358622,421213,F,56,High skill tech staff,Working,112500.0,N,Y,0.0
1358886,421271,F,59,Not applicable / Not specified,Pensioner,216000.0,N,Y,374346.0
1359144,421320,F,45,Not applicable / Not specified,Working,337500.0,N,Y,6538.5
1359305,421353,F,31,Not applicable / Not specified,Commercial associate,90000.0,N,N,668169.0
1359521,421406,M,44,Sales staff,Working,108000.0,N,Y,45193.5
1359675,421448,F,43,Cooking staff,Working,90000.0,Y,Y,0.0
1359822,421483,F,49,Not applicable / Not specified,Commercial associate,202500.0,N,Y,0.0
1361122,421755,F,57,Not applicable / Not specified,Pensioner,90000.0,N,N,69948.0
1361465,421830,F,59,Not applicable / Not specified,Pensioner,225000.0,N,Y,428476.5
1361749,421883,F,36,Accountants,Working,202500.0,N,N,286650.0
1362193,421970,F,38,Sales staff,Working,90000.0,N,Y,772173.0
1362815,422149,M,36,Laborers,Working,135000.0,N,Y,0.0
1363082,422218,F,53,Medicine staff,Working,157500.0,N,N,0.0
1363301,422264,F,59,Not applicable / Not specified,Pensioner,171000.0,N,Y,305757.0
1363339,422273,F,55,Cooking staff,Working,135000.0,N,N,0.0
1363694,422337,F,63,Not applicable / Not specified,Pensioner,225000.0,N,Y,0.0
1363762,422351,F,59,Not applicable / Not specified,Pensioner,90000.0,N,Y,251023.5
1364420,422505,F,52,Not applicable / Not specified,State servant,180000.0,N,Y,137502.0
1364441,422516,F,61,Not applicable / Not specified,Pensioner,96750.0,N,Y,208773.0
1365879,422827,F,30,Sales staff,Commercial associate,247500.0,Y,Y,2031457.5
1366276,422900,M,56,Laborers,Working,135000.0,Y,Y,776277.0
1366329,422914,M,47,Managers,State servant,270000.0,Y,N,1571895.0
1366365,422917,F,47,Laborers,Working,157500.0,N,Y,143127.0
1367184,423100,F,35,Medicine staff,Working,157500.0,Y,Y,129933.0
1367628,423224,F,24,Secretaries,Commercial associate,148500.0,N,N,0.0
1367697,423240,M,35,Core staff,State servant,180000.0,Y,N,614533.5
1368191,423341,M,45,Laborers,Working,180000.0,Y,Y,260212.5
1368369,423374,F,60,Not applicable / Not specified,Pensioner,112500.0,N,Y,274387.5
1368415,423387,F,34,Laborers,Working,81000.0,N,Y,487805.175
1368697,423439,F,35,Core staff,Commercial associate,180000.0,N,Y,0.0
1369061,423509,F,45,Laborers,Working,90000.0,Y,Y,452920.5
1369488,423590,F,67,Not applicable / Not specified,Pensioner,90000.0,N,Y,30217.5
1369851,423682,F,31,Not applicable / Not specified,Commercial associate,247500.0,Y,Y,121572.0
1370622,423911,M,51,Laborers,Commercial associate,135000.0,N,N,73390.5
1370676,423923,F,35,Sales staff,Working,72000.0,N,Y,175432.5
1370765,423944,F,33,Laborers,Working,90000.0,N,N,169573.5
1370976,424020,F,62,Not applicable / Not specified,Pensioner,153000.0,N,Y,290749.5
1372117,424295,F,55,Laborers,Commercial associate,108000.0,N,N,44833.5
1372301,424327,F,41,Cooking staff,Working,382500.0,N,Y,58266.0
1372438,424349,F,23,Cooking staff,Working,112500.0,N,N,0.0
1372594,424380,M,32,High skill tech staff,Working,247500.0,Y,Y,2290427.91
1372892,424438,F,59,Security staff,Working,121500.0,N,Y,211095.0
1373929,424664,F,29,Not applicable / Not specified,Commercial associate,292500.0,N,N,2665363.5
1374494,424778,F,38,Sales staff,Commercial associate,184500.0,N,Y,0.0
1375651,425047,M,30,Laborers,Commercial associate,157500.0,N,Y,175032.0
1376080,425143,F,49,Laborers,Working,135000.0,Y,Y,335241.0
1376512,425238,F,30,Medicine staff,Working,135000.0,Y,Y,5462739.0
1377268,425471,M,58,Laborers,Commercial associate,171000.0,Y,Y,0.0
1377392,425494,F,40,Managers,Working,121500.0,Y,N,679180.5
1377438,425506,M,21,Sales staff,Working,90000.0,N,Y,0.0
1377515,425529,F,51,Laborers,Working,157500.0,N,Y,0.0
1378941,425812,M,52,Laborers,Working,90000.0,Y,N,78923.745
1379702,426000,F,45,Core staff,Working,202500.0,N,Y,363204.0
1380279,426129,F,61,Not applicable / Not specified,Pensioner,54000.0,N,Y,422320.5
1380328,426139,F,58,Not applicable / Not specified,Pensioner,135000.0,N,Y,535239.0
1381262,426323,F,51,Cleaning staff,Working,171000.0,Y,Y,0.0
1382162,426503,F,51,Laborers,Working,270000.0,N,Y,0.0
1382221,426516,F,40,Managers,State servant,180000.0,N,Y,0.0
1382453,426565,F,28,Core staff,Working,292500.0,Y,N,405148.5
1382512,426572,F,49,Medicine staff,Working,103500.0,N,N,461415.915
1382698,426607,F,42,Laborers,Working,247500.0,N,Y,338274.0
1382775,426625,F,42,Laborers,Commercial associate,112500.0,N,Y,137362.5
1383730,426835,F,27,High skill tech staff,State servant,135000.0,N,N,69669.0
1383999,426876,M,43,Laborers,Working,135000.0,Y,N,1566661.5
1384932,427169,F,62,Not applicable / Not specified,Working,72000.0,Y,Y,42489.0
1386194,427423,F,22,Sales staff,Working,247500.0,Y,Y,311229.045
1386351,427464,F,54,Managers,Working,189000.0,N,Y,307926.0
1387335,427715,F,45,Sales staff,Working,171000.0,N,Y,0.0
1387642,427793,M,39,High skill tech staff,Working,247500.0,Y,N,886896.0
1388497,427971,M,36,Low-skill Laborers,Working,202500.0,N,Y,0.0
1389802,428279,M,40,Laborers,Working,180000.0,N,Y,0.0
1390876,428526,F,43,Medicine staff,Commercial associate,112500.0,N,Y,1311901.65
1391797,428736,M,29,Managers,Commercial associate,225000.0,N,Y,0.0
1391856,428748,F,32,High skill tech staff,Commercial associate,112500.0,N,Y,179820.0
1393626,429163,M,47,Laborers,Working,180000.0,N,Y,2133661.5
1394095,429279,F,32,Managers,Working,225000.0,N,N,0.0
1394197,429310,F,55,Core staff,State servant,180000.0,N,Y,298962.0
1394393,429346,M,47,Not applicable / Not specified,Pensioner,157500.0,Y,N,0.0
1394709,429418,F,40,Private service staff,Commercial associate,337500.0,N,N,299025.0
1395054,429510,M,37,Managers,Working,225000.0,Y,N,247500.0
1395930,429716,F,55,Security staff,Working,202500.0,N,Y,0.0
1396102,429751,M,39,Drivers,Working,157500.0,Y,Y,719842.5
1396129,429756,F,37,Not applicable / Not specified,Working,144000.0,N,Y,950782.5
1396320,429797,F,46,Private service staff,Commercial associate,135000.0,N,N,192406.5
1396555,429850,M,56,Laborers,Commercial associate,135000.0,N,N,0.0
1396974,429927,M,53,Managers,State servant,225000.0,Y,Y,1201410.0
1397916,430148,M,40,Managers,Working,292500.0,Y,Y,3869455.5
1398438,430257,F,62,Not applicable / Not specified,Pensioner,247500.0,N,Y,0.0
1400173,430626,F,46,Accountants,Working,67500.0,N,Y,134694.0
1400234,430640,M,24,Laborers,Working,135000.0,Y,N,289260.0
1400878,430787,F,52,Sales staff,Commercial associate,112500.0,N,Y,18778.5
1401136,430842,M,37,Laborers,State servant,292500.0,N,N,0.0
1401918,431019,M,23,Laborers,Working,175500.0,N,Y,812502.0
1402236,431102,F,55,Not applicable / Not specified,Pensioner,157500.0,Y,Y,871461.0
1402239,431103,M,48,Drivers,Commercial associate,450000.0,Y,N,675000.0
1402370,431140,M,25,Not applicable / Not specified,Working,180000.0,N,N,245214.0
1402876,431249,F,51,Sales staff,Commercial associate,135000.0,N,N,142578.0
1404079,431549,F,33,Sales staff,Working,90000.0,N,Y,1640043.0
1404248,431589,M,61,Not applicable / Not specified,Pensioner,144000.0,N,Y,10872.0
1404464,431643,M,40,Laborers,Working,157500.0,Y,Y,1057203.0
1405015,431774,F,43,Cooking staff,State servant,67500.0,N,Y,0.0
1405885,431967,F,59,Accountants,Working,90000.0,N,Y,53401.5
1406094,432017,F,41,Core staff,Working,157500.0,N,Y,84532.455
1407078,432246,M,63,Not applicable / Not specified,Pensioner,207000.0,Y,Y,837000.0
1407861,432472,M,51,Not applicable / Not specified,Pensioner,58500.0,N,Y,0.0
1408081,432531,F,62,Not applicable / Not specified,Pensioner,112500.0,N,Y,0.0
1408525,432655,F,37,Not applicable / Not specified,Commercial associate,103500.0,N,Y,0.0
1408707,432701,F,56,Not applicable / Not specified,State servant,135000.0,N,N,433264.5
1409239,432850,F,32,Not applicable / Not specified,Working,157500.0,N,Y,356728.5
1409298,432862,F,65,Not applicable / Not specified,Pensioner,405000.0,N,Y,0.0
1410021,433027,M,50,Security staff,Commercial associate,162000.0,N,N,0.0
1410121,433048,F,41,High skill tech staff,Working,225000.0,N,Y,618777.0
1410269,433078,M,43,Not applicable / Not specified,Commercial associate,87750.0,N,Y,0.0
1411965,433492,F,46,Laborers,Working,90000.0,N,Y,0.0
1412785,433677,F,50,Core staff,Working,157500.0,N,Y,0.0
1412979,433732,F,26,Not applicable / Not specified,Working,175500.0,N,Y,0.0
1413375,433831,F,66,Not applicable / Not specified,Pensioner,67500.0,N,Y,0.0
1413435,433850,M,26,Laborers,Working,112500.0,Y,N,13869.0
1413904,433952,F,42,Cooking staff,Working,90000.0,N,N,316296.0
1414323,434063,M,31,Managers,Working,90000.0,N,Y,0.0
1414679,434144,F,48,Sales staff,Working,103500.0,Y,Y,12577.5
1414727,434155,F,54,Not applicable / Not specified,Pensioner,189000.0,N,Y,0.0
1414916,434211,M,43,Laborers,Commercial associate,112500.0,Y,N,0.0
1414935,434218,F,32,Not applicable / Not specified,State servant,157500.0,Y,Y,0.0
1415928,434471,M,28,Laborers,Commercial associate,135000.0,N,Y,0.0
1416682,434648,F,35,Laborers,Working,90000.0,N,N,0.0
1417145,434742,F,40,Sales staff,Commercial associate,225000.0,N,Y,24568.38
1418606,435053,F,48,Medicine staff,Working,112500.0,N,Y,0.0
1419125,435167,F,63,Not applicable / Not specified,Working,135000.0,N,Y,0.0
1419203,435183,F,47,Laborers,Working,157500.0,N,Y,176661.0
1419312,435207,M,27,Laborers,Working,90000.0,Y,Y,80041.5
1419904,435348,M,40,Not applicable / Not specified,Pensioner,171000.0,Y,N,414581.625
1421990,435855,F,26,Sales staff,Working,112500.0,N,Y,39118.5
1421995,435856,F,29,Sales staff,Working,126000.0,N,Y,0.0
1422003,435860,F,56,Not applicable / Not specified,Pensioner,202500.0,N,Y,0.0
1422946,436064,F,48,Laborers,Working,99000.0,N,Y,1132128.0
1423110,436104,F,57,Laborers,Working,216000.0,N,N,1083825.0
1423418,436172,F,53,High skill tech staff,Working,315000.0,N,Y,293926.5
1423582,436213,F,44,Sales staff,Working,157500.0,N,Y,0.0
1424614,436473,M,57,Laborers,Commercial associate,360000.0,N,Y,1344190.5
1425361,436643,M,27,Laborers,Working,85500.0,N,N,150898.5
1427072,437016,F,51,Accountants,State servant,292500.0,N,N,276192.0
1427302,437067,F,33,Laborers,Commercial associate,180000.0,N,Y,102645.0
1427323,437075,F,46,Sales staff,Working,112500.0,N,Y,0.0
1427557,437140,M,29,Laborers,Working,157500.0,Y,Y,0.0
1427738,437188,F,46,Laborers,Working,135000.0,N,Y,0.0
1427911,437236,F,43,Core staff,Working,166500.0,N,Y,17469.0
1428303,437328,F,54,Core staff,Commercial associate,139500.0,N,Y,14812.515
1428714,437437,F,33,Core staff,State servant,495000.0,N,N,1751458.5
1428767,437448,F,64,Not applicable / Not specified,Pensioner,135000.0,N,Y,0.0
1428797,437458,M,36,Not applicable / Not specified,Working,135000.0,Y,Y,2120589.0
1428934,437504,F,26,Sales staff,Working,90000.0,N,Y,4698.0
1429046,437539,F,54,Laborers,Working,63000.0,N,N,285979.5
1429249,437583,F,60,Not applicable / Not specified,Pensioner,157500.0,N,Y,184450.5
1430115,437783,M,27,Drivers,Working,207000.0,Y,N,350883.135
1430630,437909,M,68,Not applicable / Not specified,Pensioner,193500.0,N,N,578001.06
1430851,437985,F,65,Not applicable / Not specified,Pensioner,103500.0,N,Y,203386.86
1431061,438040,M,36,Low-skill Laborers,Working,90000.0,N,Y,430857.0
1431151,438056,M,25,Core staff,Working,186151.5,N,N,0.0
1431176,438063,F,59,Not applicable / Not specified,Pensioner,292500.0,N,Y,161440.74
1432167,438289,F,39,Sales staff,Working,94500.0,N,N,188491.5
1432176,438291,F,48,Laborers,Working,198000.0,Y,N,2152849.5
1432628,438395,M,51,Not applicable / Not specified,Working,180000.0,Y,Y,213894.0
1433311,438542,F,32,Not applicable / Not specified,Working,166500.0,N,Y,2391835.5
1433600,438598,F,30,Realty agents,Working,135000.0,N,N,422460.0
1433637,438607,F,63,Not applicable / Not specified,Pensioner,78750.0,N,Y,0.0
1434703,438839,M,46,Not applicable / Not specified,Working,81000.0,N,N,139050.0
1434824,438870,F,32,Laborers,Working,135000.0,N,Y,438678.0
1435257,438974,M,45,Drivers,Commercial associate,405000.0,Y,N,93145.5
1435549,439043,F,26,Core staff,Commercial associate,360000.0,N,N,1639318.5
1436602,439301,F,37,Cooking staff,Commercial associate,90000.0,N,Y,0.0
1436975,439384,F,56,Not applicable / Not specified,Pensioner,135000.0,N,N,399190.5
1437329,439452,M,38,Laborers,Working,90000.0,Y,N,217372.5
1437765,439538,F,32,Not applicable / Not specified,Working,225000.0,Y,Y,3320001.0
1438606,439738,M,59,Security staff,Working,382500.0,N,Y,0.0
1439249,439878,F,46,Sales staff,Working,54000.0,N,Y,0.0
1440520,440186,F,58,Not applicable / Not specified,Pensioner,148500.0,N,Y,0.0
1440676,440230,F,59,Not applicable / Not specified,Pensioner,220500.0,N,Y,148032.0
1440727,440246,F,51,Not applicable / Not specified,Pensioner,247500.0,N,Y,38407.5
1441754,440478,F,35,Core staff,State servant,180000.0,N,Y,168951.51
1441823,440499,M,25,Laborers,Working,270000.0,Y,Y,0.0
1442189,440586,F,60,Not applicable / Not specified,Pensioner,315000.0,N,Y,836712.0
1442375,440623,M,59,Laborers,Commercial associate,112500.0,N,N,0.0
1443330,440842,F,64,Not applicable / Not specified,Pensioner,180000.0,N,N,0.0
1443361,440848,M,54,Not applicable / Not specified,Commercial associate,315000.0,N,Y,396958.5
1443701,440932,F,58,Not applicable / Not specified,Pensioner,202500.0,N,Y,0.0
1443708,440934,F,48,Sales staff,Working,67500.0,N,N,782590.5
1444680,441171,M,32,Not applicable / Not specified,Commercial associate,157500.0,Y,Y,767965.5
1444843,441212,M,48,High skill tech staff,Commercial associate,225000.0,Y,Y,357952.5
1445158,441266,M,54,Laborers,Working,243000.0,N,Y,442386.0
1446098,441462,F,43,Laborers,Working,67500.0,N,Y,0.0
1447172,441691,F,29,Core staff,Working,225000.0,N,Y,369855.0
1447269,441710,F,28,Core staff,Commercial associate,135000.0,N,N,14098.5
1449312,442228,F,65,Not applicable / Not specified,Pensioner,67500.0,N,Y,149998.5
1450699,442576,F,55,Medicine staff,Working,67500.0,N,N,103513.5
1450931,442638,M,66,Not applicable / Not specified,Pensioner,70650.0,Y,N,53766.9
1451697,442805,M,40,Drivers,Working,207000.0,Y,Y,16434.0
1451753,442825,F,54,Laborers,Working,112500.0,N,N,0.0
1453287,443179,F,25,Core staff,State servant,292500.0,N,N,863689.5
1454537,443470,F,41,Not applicable / Not specified,Pensioner,90000.0,N,Y,264622.5
1454767,443525,M,43,Not applicable / Not specified,Commercial associate,135000.0,N,N,0.0
1457171,444041,F,44,Laborers,Working,247500.0,N,Y,49441.5
1457675,444167,F,50,Cleaning staff,Commercial associate,90000.0,N,Y,0.0
1458446,444356,M,48,Drivers,Working,202500.0,Y,Y,199008.0
1458932,444480,F,44,Sales staff,Commercial associate,180000.0,N,Y,62937.0
1460062,444740,F,39,Core staff,State servant,180000.0,N,Y,477850.5
1461493,445065,F,62,Not applicable / Not specified,Pensioner,144000.0,N,N,0.0
1461975,445198,F,32,Low-skill Laborers,Working,171000.0,N,Y,0.0
1462273,445263,F,28,Sales staff,Working,90000.0,N,Y,1476130.5
1462930,445430,F,46,Managers,State servant,225000.0,N,Y,0.0
1463014,445447,M,45,Laborers,Working,270000.0,N,Y,695038.5
1463221,445490,M,34,Not applicable / Not specified,Working,225000.0,Y,N,7401451.5
1463635,445582,F,45,Not applicable / Not specified,Working,202500.0,Y,N,0.0
1463965,445655,F,31,Core staff,State servant,90000.0,Y,Y,4639180.5
1464094,445694,F,54,Not applicable / Not specified,Pensioner,144000.0,N,Y,0.0
1465227,445981,F,54,Sales staff,Working,112500.0,N,N,0.0
1465238,445984,M,38,Laborers,Working,112500.0,Y,N,0.0
1465451,446028,M,45,High skill tech staff,Commercial associate,270000.0,N,Y,387945.0
1469424,446978,F,43,High skill tech staff,Working,135000.0,N,Y,0.0
1469937,447098,F,51,Core staff,Commercial associate,121500.0,Y,Y,246829.5
1470228,447153,F,55,Managers,Working,247500.0,N,Y,547686.0
1470816,447308,F,38,Not applicable / Not specified,Working,112500.0,N,N,99048.645
1471296,447417,M,37,Laborers,Working,405000.0,Y,Y,599247.0
1471664,447501,M,27,Sales staff,Working,67500.0,N,N,0.0
1471723,447515,F,36,Sales staff,Working,157500.0,N,Y,29118.735
1471748,447523,F,26,Not applicable / Not specified,Working,182524.5,N,Y,131121.0
