,ID_PRET,TYPE_CREDIT,MONTANT_CREDIT,MONTANT_ANNUITE,SCORE_EXT_1,SCORE_EXT_2,SCORE_EXT_3,CODE_REJET,OBJET_PRET,RETARD_PAIEMENT_MAX,RETARD_PAIEMENT_TOTAL,STATUT_PRET
260964,402010,Cash loans,700830.0,22608.0,0.41,0.7,0.0,XAP,XAP,0.0,0.0,0
260982,402031,Cash loans,298512.0,16798.5,0.87,0.34,0.49,XAP,XAP,0.0,0.0,5
260995,402047,Cash loans,540000.0,22878.0,0.0,0.27,0.68,XAP,XAP,0.0,0.0,Not applicable / Not specified
261244,402369,Cash loans,512064.0,18522.0,0.0,0.7,0.73,HC,Medicine,0.0,0.0,Not applicable / Not specified
261468,402660,Cash loans,526500.0,49225.5,0.28,0.75,0.0,XAP,XAP,0.0,0.0,0
261568,402778,Cash loans,640080.0,29970.0,0.0,0.26,0.47,LIMIT,XAP,-1.0,0.0,Not applicable / Not specified
261574,402787,Cash loans,979146.0,62707.5,0.04,0.14,0.61,XAP,XAP,0.0,0.0,C
261590,402805,Cash loans,247275.0,18616.5,0.0,0.7,0.68,LIMIT,Repairs,0.0,0.0,C
262195,403506,Cash loans,180000.0,14220.0,0.43,0.65,0.62,XAP,XAP,0.0,0.0,C
262292,403626,Cash loans,808650.0,21460.5,0.14,0.47,0.6,0,0,0.0,0.0,C
262374,403736,Cash loans,585000.0,22716.0,0.0,0.54,0.0,XAP,XAP,0.0,0.0,0
262479,403872,Cash loans,119893.5,13689.0,0.0,0.57,0.0,XAP,XAP,0.0,0.0,0
262509,403905,Cash loans,332473.5,12663.0,0.0,0.62,0.0,XAP,XNA,0.0,0.0,0
262536,403947,Cash loans,391500.0,23787.0,0.46,0.28,0.53,XAP,XAP,0.0,0.0,X
262571,404011,Cash loans,95940.0,11515.5,0.29,0.49,0.65,XAP,XAP,0.0,0.0,C
262714,404170,Cash loans,1282500.0,40401.0,0.4,0.56,0.0,0,0,0.0,0.0,0
262739,404201,Cash loans,450000.0,25965.0,0.0,0.26,0.65,XAP,XAP,0.0,0.0,Not applicable / Not specified
262783,404253,Cash loans,708939.0,31356.0,0.0,0.49,0.0,XAP,XAP,0.0,0.0,0
262882,404399,Cash loans,585000.0,32796.0,0.64,0.64,0.45,XAP,XAP,-1.0,0.0,X
262887,404411,Cash loans,704844.0,29992.5,0.0,0.37,0.0,XAP,XAP,0.0,0.0,0
262985,404524,Cash loans,473760.0,50269.5,0.5,0.42,0.0,XAP,XAP,0.0,0.0,0
263046,404594,Cash loans,508495.5,33007.5,0.75,0.68,0.41,XAP,XNA,3420.09,0.0,Not applicable / Not specified
263217,404778,Cash loans,1971072.0,68512.5,0.66,0.68,0.67,XAP,XAP,0.0,0.0,C
263238,404799,Cash loans,170640.0,11533.5,0.28,0.71,0.52,XAP,XNA,0.0,0.0,Not applicable / Not specified
263245,404807,Cash loans,345510.0,17770.5,0.78,0.59,0.42,HC,XNA,0.0,0.0,X
263294,404858,Cash loans,213948.0,21289.5,0.56,0.51,0.49,XAP,Medicine,0.0,0.0,Not applicable / Not specified
263314,404879,Cash loans,743031.0,39717.0,0.0,0.56,0.66,XAP,XAP,0.0,0.0,Not applicable / Not specified
263333,404898,Cash loans,545040.0,26640.0,0.0,0.04,0.14,LIMIT,Repairs,0.0,0.0,Not applicable / Not specified
263407,404982,Revolving loans,450000.0,22500.0,0.0,0.45,0.0,XAP,XAP,0.0,0.0,0
263421,404996,Cash loans,900000.0,69781.5,0.0,0.55,0.52,XAP,XAP,0.0,0.0,C
263523,405116,Cash loans,305955.0,23805.0,0.19,0.58,0.0,XAP,XAP,0.0,0.0,0
263584,405185,Cash loans,1046142.0,30712.5,0.78,0.59,0.71,XAP,XNA,0.0,0.0,Not applicable / Not specified
263604,405210,Cash loans,545040.0,28350.0,0.0,0.7,0.77,0,0,0.0,0.0,Not applicable / Not specified
263682,405296,Cash loans,790830.0,62613.0,0.43,0.54,0.57,XAP,Other,0.0,0.0,X
263780,405420,Cash loans,808650.0,29839.5,0.7,0.11,0.35,XAP,XAP,0.0,0.0,Not applicable / Not specified
263890,405551,Cash loans,135000.0,5494.5,0.57,0.47,0.38,XAP,XNA,0.0,0.0,C
263949,405617,Cash loans,619965.0,20128.5,0.3,0.62,0.0,XAP,XAP,0.0,0.0,0
264166,405903,Cash loans,225000.0,11911.5,0.0,0.72,0.27,XAP,XNA,0.0,0.0,Not applicable / Not specified
264235,405986,Cash loans,2250000.0,59355.0,0.74,0.72,0.74,0,0,-1.0,0.0,Not applicable / Not specified
264256,406017,Cash loans,942300.0,26041.5,0.43,0.39,0.5,0,0,0.0,0.0,Not applicable / Not specified
264361,406158,Revolving loans,270000.0,13500.0,0.0,0.45,0.28,XAP,XAP,0.0,0.0,Not applicable / Not specified
264670,406501,Revolving loans,180000.0,9000.0,0.48,0.48,0.3,XAP,XAP,0.0,0.0,Not applicable / Not specified
264707,406540,Cash loans,452385.0,22131.0,0.0,0.58,0.54,HC,XNA,0.0,0.0,Not applicable / Not specified
264794,406635,Cash loans,540000.0,42664.5,0.21,0.67,0.06,XAP,XAP,0.0,0.0,0
264916,406769,Cash loans,983299.5,41791.5,0.45,0.63,0.58,XAP,XNA,0.0,0.0,Not applicable / Not specified
265017,406891,Cash loans,474048.0,17698.5,0.0,0.65,0.71,0,0,0.0,0.0,C
265131,407048,Cash loans,888840.0,31923.0,0.64,0.51,0.56,XAP,XAP,0.0,0.0,Not applicable / Not specified
265174,407102,Cash loans,238896.0,13842.0,0.41,0.72,0.22,XAP,XAP,0.0,0.0,Not applicable / Not specified
265262,407202,Cash loans,423000.0,27031.5,0.0,0.67,0.71,XAP,XNA,3634.785,0.0,X
265268,407209,Cash loans,521280.0,23089.5,0.69,0.61,0.44,XAP,XAP,0.0,0.0,Not applicable / Not specified
265447,407440,Cash loans,247500.0,11029.5,0.0,0.55,0.69,XAP,XAP,0.0,0.0,Not applicable / Not specified
265541,407554,Cash loans,1057266.0,44923.5,0.36,0.23,0.0,XAP,XAP,0.0,0.0,0
265899,408019,Cash loans,359685.0,22135.5,0.65,0.64,0.0,HC,XNA,0.0,0.0,0
266052,408200,Cash loans,906228.0,38902.5,0.58,0.52,0.71,XAP,XNA,0.0,0.0,Not applicable / Not specified
266071,408220,Cash loans,1483231.5,51687.0,0.23,0.78,0.46,XAP,XNA,0.0,0.0,C
266090,408239,Cash loans,416052.0,15075.0,0.0,0.62,0.55,XAP,XNA,-1.0,0.0,C
266189,408354,Cash loans,468733.5,30649.5,0.0,0.36,0.48,XAP,XAP,0.0,0.0,Not applicable / Not specified
266375,408592,Cash loans,1185120.0,37341.0,0.53,0.45,0.12,0,0,0.0,0.0,Not applicable / Not specified
266378,408595,Cash loans,508495.5,20025.0,0.0,0.63,0.44,XAP,XNA,14277.06,0.0,Not applicable / Not specified
266555,408810,Cash loans,473760.0,50400.0,0.19,0.53,0.38,XAP,XAP,0.0,0.0,Not applicable / Not specified
266593,408849,Cash loans,900000.0,26446.5,0.0,0.48,0.61,XAP,XNA,0.0,0.0,0
266765,409053,Cash loans,640080.0,31261.5,0.3,0.55,0.24,HC,XNA,0.0,0.0,Not applicable / Not specified
267067,409422,Cash loans,152820.0,17370.0,0.0,0.67,0.56,XAP,XAP,0.0,0.0,0
267143,409515,Cash loans,258709.5,25717.5,0.11,0.53,0.0,XAP,XAP,0.0,0.0,0
267163,409539,Cash loans,654498.0,24385.5,0.0,0.57,0.37,0,0,0.0,0.0,Not applicable / Not specified
267294,409688,Cash loans,254700.0,13185.0,0.41,0.58,0.57,LIMIT,XAP,0.0,0.0,Not applicable / Not specified
267327,409725,Cash loans,450000.0,48595.5,0.64,0.54,0.44,XAP,XAP,0.0,0.0,X
267378,409782,Cash loans,389844.0,19903.5,0.0,0.46,0.13,XAP,XNA,-1.0,0.0,0
267592,410027,Cash loans,337500.0,31360.5,0.0,0.66,0.79,0,0,0.0,0.0,Not applicable / Not specified
267666,410124,Cash loans,760225.5,30280.5,0.0,0.68,0.0,XAP,XAP,0.0,0.0,0
267722,410191,Cash loans,180000.0,11632.5,0.0,0.43,0.0,XAP,XAP,0.0,0.0,0
267785,410255,Cash loans,454500.0,27936.0,0.74,0.69,0.31,XAP,XAP,0.0,0.0,Not applicable / Not specified
267887,410399,Cash loans,873000.0,37116.0,0.18,0.49,0.32,XAP,XAP,0.0,0.0,Not applicable / Not specified
267932,410453,Cash loans,587623.5,46426.5,0.34,0.65,0.4,XAP,XAP,-1.0,0.0,X
267978,410506,Revolving loans,450000.0,22500.0,0.0,0.2,0.68,XAP,XNA,0.0,0.0,Not applicable / Not specified
268037,410570,Cash loans,337500.0,38299.5,0.75,0.38,0.65,XAP,XAP,9869.355,0.0,X
268050,410590,Cash loans,629320.5,26793.0,0.0,0.49,0.44,XAP,XAP,0.0,0.0,Not applicable / Not specified
268120,410672,Revolving loans,360000.0,18000.0,0.0,0.38,0.66,HC,XAP,0.0,0.0,Not applicable / Not specified
268432,411068,Cash loans,106974.0,10957.5,0.0,0.49,0.0,XAP,XAP,0.0,0.0,0
268672,411355,Cash loans,1147500.0,36031.5,0.46,0.17,0.0,0,0,0.0,0.0,Not applicable / Not specified
268819,411526,Cash loans,355536.0,19417.5,0.0,0.74,0.35,XAP,XNA,0.0,0.0,Not applicable / Not specified
268884,411594,Cash loans,1368000.0,70965.0,0.56,0.69,0.56,XAP,XAP,0.0,0.0,Not applicable / Not specified
268974,411701,Cash loans,728460.0,44694.0,0.65,0.72,0.55,XAP,XAP,0.0,0.0,C
269002,411735,Cash loans,302206.5,16524.0,0.0,0.21,0.48,XAP,XAP,0.0,0.0,Not applicable / Not specified
269072,411815,Cash loans,417024.0,28341.0,0.0,0.51,0.0,XAP,XAP,0.0,0.0,0
269461,412277,Cash loans,900000.0,35820.0,0.0,0.3,0.41,XAP,XAP,0.0,0.0,Not applicable / Not specified
269468,412285,Cash loans,283585.5,17478.0,0.4,0.73,0.58,XAP,XAP,1338.615,0.0,0
269475,412293,Cash loans,490495.5,26257.5,0.0,0.01,0.72,XAP,XAP,0.0,0.0,Not applicable / Not specified
269559,412389,Cash loans,387000.0,17176.5,0.0,0.29,0.58,XAP,XAP,0.0,0.0,Not applicable / Not specified
269777,412660,Cash loans,225000.0,15165.0,0.0,0.59,0.65,LIMIT,XAP,0.0,0.0,Not applicable / Not specified
269791,412676,Cash loans,364896.0,13653.0,0.25,0.53,0.44,XAP,XAP,0.0,0.0,Not applicable / Not specified
269805,412691,Revolving loans,180000.0,9000.0,0.45,0.67,0.59,0,0,-1.0,0.0,Not applicable / Not specified
270026,412948,Cash loans,640080.0,24259.5,0.47,0.53,0.63,XAP,XNA,0.0,0.0,Not applicable / Not specified
270107,413037,Cash loans,1006920.0,42790.5,0.0,0.57,0.7,XAP,XAP,0.0,0.0,Not applicable / Not specified
270154,413093,Cash loans,2085120.0,72607.5,0.77,0.53,0.35,XAP,XAP,0.0,0.0,C
270164,413105,Revolving loans,135000.0,6750.0,0.0,0.08,0.84,XAP,XAP,0.0,0.0,Not applicable / Not specified
270207,413161,Revolving loans,180000.0,9000.0,0.26,0.59,0.56,XAP,XAP,0.0,0.0,Not applicable / Not specified
270291,413259,Cash loans,157500.0,10192.5,0.0,0.42,0.7,HC,XAP,0.0,0.0,Not applicable / Not specified
270672,413761,Cash loans,1058148.0,54157.5,0.49,0.63,0.4,SCO,Repairs,0.0,0.0,Not applicable / Not specified
270674,413763,Revolving loans,202500.0,10125.0,0.0,0.14,0.13,0,0,0.0,0.0,Not applicable / Not specified
270765,413879,Cash loans,135000.0,7668.0,0.0,0.64,0.31,XAP,XAP,0.0,0.0,Not applicable / Not specified
270773,413890,Cash loans,1288350.0,37669.5,0.0,0.43,0.81,XAP,XNA,0.0,0.0,Not applicable / Not specified
270837,413963,Cash loans,583834.5,19422.0,0.48,0.5,0.74,XAP,XAP,0.0,0.0,0
271016,414176,Cash loans,700830.0,20619.0,0.0,0.55,0.77,XAP,XNA,0.0,0.0,Not applicable / Not specified
271052,414219,Cash loans,463500.0,22297.5,0.54,0.71,0.55,XAP,XAP,0.0,0.0,Not applicable / Not specified
271218,414420,Revolving loans,180000.0,9000.0,0.0,0.25,0.0,XAP,XAP,0.0,0.0,Not applicable / Not specified
271259,414461,Cash loans,675000.0,21690.0,0.0,0.24,0.78,XAP,XAP,0.0,0.0,Not applicable / Not specified
271357,414580,Cash loans,526491.0,28179.0,0.0,0.54,0.47,HC,XAP,0.0,0.0,X
271404,414637,Cash loans,845410.5,45990.0,0.43,0.63,0.43,XAP,XNA,8821.8,0.0,0
271427,414667,Revolving loans,405000.0,20250.0,0.38,0.54,0.57,XAP,XAP,0.0,0.0,Not applicable / Not specified
271455,414697,Cash loans,755190.0,36459.0,0.0,0.7,0.0,XAP,XNA,0.0,0.0,0
271491,414742,Cash loans,1042164.0,44284.5,0.71,0.74,0.78,HC,XAP,0.0,0.0,C
271495,414746,Cash loans,1890000.0,53973.0,0.0,0.25,0.0,XAP,XAP,0.0,0.0,0
271542,414800,Cash loans,545040.0,36553.5,0.0,0.18,0.69,CLIENT,XAP,0.0,0.0,C
271590,414851,Cash loans,832500.0,24471.0,0.0,0.23,0.56,XAP,XNA,0.0,0.0,Not applicable / Not specified
271845,415177,Cash loans,450000.0,30073.5,0.0,0.05,0.0,XAP,XAP,0.0,0.0,0
271878,415212,Cash loans,384048.0,12609.0,0.0,0.62,0.62,XAP,XAP,0.0,0.0,X
271887,415221,Cash loans,675000.0,36747.0,0.0,0.7,0.25,XAP,XNA,0.0,0.0,Not applicable / Not specified
271920,415254,Cash loans,178290.0,10084.5,0.0,0.46,0.12,XAP,XAP,0.0,0.0,X
272056,415391,Cash loans,585000.0,31734.0,0.45,0.43,0.48,XAP,XAP,0.0,0.0,X
272057,415392,Revolving loans,405000.0,20250.0,0.0,0.73,0.62,XAP,XNA,0.0,0.0,Not applicable / Not specified
272155,415512,Cash loans,408780.0,15408.0,0.21,0.47,0.26,XAP,XAP,0.0,0.0,X
272156,415513,Cash loans,760225.5,32337.0,0.65,0.43,0.41,XAP,XNA,0.0,0.0,0
272198,415581,Cash loans,95940.0,9472.5,0.0,0.13,0.0,XAP,XNA,0.0,0.0,0
272318,415711,Cash loans,814041.0,23931.0,0.69,0.19,0.0,XAP,XNA,0.0,0.0,Not applicable / Not specified
272404,415823,Cash loans,315000.0,21181.5,0.0,0.73,0.0,XAP,XNA,0.0,0.0,0
272499,415920,Cash loans,263686.5,25816.5,0.54,0.47,0.73,XAP,XAP,0.0,0.0,X
272592,416017,Cash loans,157500.0,16960.5,0.7,0.81,0.0,XAP,XAP,0.0,0.0,0
272598,416023,Revolving loans,337500.0,16875.0,0.38,0.51,0.81,XAP,XAP,0.0,0.0,Not applicable / Not specified
272616,416041,Cash loans,139500.0,11313.0,0.0,0.74,0.0,XAP,XNA,0.0,0.0,0
272724,416151,Cash loans,945000.0,27630.0,0.52,0.42,0.0,XAP,XAP,0.0,0.0,0
272976,416447,Cash loans,508495.5,21672.0,0.21,0.67,0.7,XAP,XAP,0.0,0.0,Not applicable / Not specified
273136,416613,Cash loans,508495.5,21672.0,0.0,0.01,0.0,SCO,XNA,0.0,0.0,0
273358,416849,Cash loans,267336.0,21249.0,0.66,0.57,0.49,XAP,XAP,0.0,0.0,C
273552,417074,Cash loans,384048.0,14607.0,0.0,0.74,0.16,XAP,XAP,0.0,0.0,Not applicable / Not specified
273647,417170,Cash loans,295168.5,16141.5,0.23,0.61,0.32,HC,XNA,19120.5,0.0,X
273891,417498,Cash loans,225000.0,20637.0,0.62,0.46,0.75,XAP,XAP,0.0,0.0,C
274017,417632,Cash loans,441481.5,21600.0,0.0,0.31,0.47,XAP,XNA,0.0,0.0,Not applicable / Not specified
274067,417683,Cash loans,225000.0,17667.0,0.0,0.45,0.33,XAP,XAP,0.0,0.0,Not applicable / Not specified
274412,418079,Cash loans,360000.0,28570.5,0.0,0.62,0.15,XAP,XAP,0.0,0.0,X
274424,418091,Cash loans,889515.0,26136.0,0.0,0.48,0.41,XAP,XAP,0.0,0.0,Not applicable / Not specified
274495,418163,Cash loans,557770.5,17041.5,0.67,0.69,0.54,XAP,Wedding / gift / holiday,0.0,0.0,Not applicable / Not specified
274657,418329,Cash loans,312768.0,17095.5,0.0,0.35,0.39,XAP,XAP,0.0,0.0,C
274667,418339,Cash loans,137520.0,5067.0,0.0,0.25,0.55,XAP,XNA,0.0,0.0,Not applicable / Not specified
274797,418479,Cash loans,508495.5,21541.5,0.0,0.56,0.59,XAP,XNA,0.0,0.0,Not applicable / Not specified
274871,418564,Cash loans,723996.0,37093.5,0.22,0.35,0.52,XAP,XNA,0.0,0.0,X
275152,418888,Cash loans,450000.0,16164.0,0.21,0.4,0.0,XAP,XAP,0.0,0.0,0
275158,418894,Revolving loans,202500.0,10125.0,0.0,0.6,0.71,XAP,XNA,0.0,0.0,Not applicable / Not specified
275292,419032,Cash loans,640080.0,29970.0,0.33,0.74,0.43,XAP,XAP,0.0,0.0,Not applicable / Not specified
275370,419114,Cash loans,538389.0,37602.0,0.0,0.49,0.47,XAP,XAP,0.0,0.0,C
275902,419708,Cash loans,675000.0,29862.0,0.47,0.26,0.0,XAP,XNA,0.0,0.0,C
276050,419904,Cash loans,679500.0,19998.0,0.31,0.75,0.15,CLIENT,XAP,0.0,0.0,Not applicable / Not specified
276060,419915,Cash loans,364896.0,18760.5,0.41,0.34,0.35,XAP,XNA,0.0,0.0,C
276080,419936,Cash loans,247500.0,24241.5,0.0,0.55,0.0,SCO,XNA,0.0,0.0,0
276092,419948,Cash loans,288873.0,10890.0,0.56,0.64,0.62,XAP,XAP,0.0,0.0,Not applicable / Not specified
276225,420084,Cash loans,180000.0,8788.5,0.45,0.46,0.0,XAP,XAP,0.0,0.0,0
276268,420127,Cash loans,640080.0,29970.0,0.34,0.35,0.73,LIMIT,XNA,9430.74,0.0,Not applicable / Not specified
276318,420179,Cash loans,526491.0,24525.0,0.0,0.72,0.54,XAP,XNA,0.0,0.0,C
276426,420329,Cash loans,331632.0,32305.5,0.0,0.51,0.0,XAP,XAP,0.0,0.0,Not applicable / Not specified
276507,420433,Cash loans,247500.0,12766.5,0.21,0.13,0.4,VERIF,Buying a used car,0.0,0.0,0
276528,420456,Cash loans,810000.0,22275.0,0.43,0.59,0.36,CLIENT,XAP,0.0,0.0,0
276759,420729,Cash loans,942300.0,30397.5,0.57,0.71,0.34,HC,XNA,0.0,0.0,X
276907,420926,Cash loans,990000.0,39262.5,0.0,0.67,0.62,XAP,XAP,0.0,0.0,Not applicable / Not specified
277124,421144,Cash loans,679500.0,19867.5,0.35,0.68,0.2,LIMIT,XNA,0.0,0.0,Not applicable / Not specified
277192,421213,Cash loans,284400.0,16011.0,0.0,0.64,0.0,XAP,XAP,0.0,0.0,Not applicable / Not specified
277249,421271,Cash loans,1178217.0,34578.0,0.75,0.67,0.44,XAP,XAP,0.0,0.0,C
277296,421320,Cash loans,1350000.0,52672.5,0.0,0.37,0.68,XAP,XNA,0.0,0.0,Not applicable / Not specified
277326,421353,Cash loans,1006920.0,51412.5,0.08,0.65,0.44,XAP,XNA,0.0,0.0,Not applicable / Not specified
277369,421406,Cash loans,886176.0,29416.5,0.0,0.27,0.81,XAP,XAP,0.0,0.0,C
277410,421448,Cash loans,225000.0,14778.0,0.0,0.41,0.0,LIMIT,XAP,0.0,0.0,0
277444,421483,Cash loans,993082.5,42205.5,0.52,0.57,0.83,XAP,XAP,0.0,0.0,C
277710,421755,Cash loans,468000.0,19827.0,0.0,0.57,0.47,XAP,XNA,-1.0,0.0,Not applicable / Not specified
277780,421830,Cash loans,508495.5,21672.0,0.85,0.67,0.47,XAP,XNA,0.0,0.0,Not applicable / Not specified
277829,421883,Cash loans,1308964.5,38403.0,0.49,0.32,0.35,HC,Other,0.0,0.0,Not applicable / Not specified
277909,421970,Cash loans,539100.0,29376.0,0.0,0.38,0.0,XAP,XAP,-1.0,0.0,X
278022,422149,Revolving loans,180000.0,9000.0,0.77,0.6,0.5,CLIENT,XAP,0.0,0.0,Not applicable / Not specified
278089,422218,Cash loans,536917.5,16987.5,0.77,0.34,0.75,XAP,XAP,0.0,0.0,Not applicable / Not specified
278134,422264,Cash loans,712858.5,30330.0,0.0,0.35,0.1,XAP,XAP,0.0,0.0,0
278143,422273,Cash loans,549882.0,17869.5,0.0,0.31,0.81,XAP,XNA,7505.955,0.0,Not applicable / Not specified
278206,422337,Cash loans,586764.0,24795.0,0.0,0.36,0.0,XAP,XNA,0.0,0.0,0
278219,422351,Cash loans,942300.0,27679.5,0.25,0.73,0.56,SCO,XNA,0.0,0.0,Not applicable / Not specified
278368,422505,Cash loans,288873.0,16258.5,0.0,0.7,0.81,XAP,XAP,0.0,0.0,Not applicable / Not specified
278374,422516,Cash loans,506889.0,19107.0,0.0,0.53,0.62,XAP,XNA,-1.0,0.0,Not applicable / Not specified
278649,422827,Cash loans,1024740.0,49428.0,0.24,0.28,0.26,XAP,XAP,0.0,0.0,0
278719,422900,Cash loans,675000.0,22437.0,0.0,0.62,0.51,XAP,XNA,0.0,0.0,Not applicable / Not specified
278733,422914,Cash loans,879480.0,25335.0,0.0,0.58,0.48,LIMIT,XAP,0.0,0.0,Not applicable / Not specified
278736,422917,Cash loans,783927.0,34659.0,0.44,0.49,0.65,XAP,XAP,22774.5,0.0,C
278900,423100,Cash loans,797557.5,26487.0,0.33,0.32,0.49,XAP,XAP,0.0,0.0,Not applicable / Not specified
278990,423224,Cash loans,286704.0,15007.5,0.0,0.57,0.0,XAP,XAP,0.0,0.0,0
279004,423240,Revolving loans,382500.0,19125.0,0.0,0.66,0.49,HC,XAP,-1.0,0.0,Not applicable / Not specified
279105,423341,Cash loans,1800000.0,49630.5,0.77,0.29,0.58,XAP,XAP,9283.5,0.0,Not applicable / Not specified
279138,423374,Cash loans,526500.0,15525.0,0.0,0.63,0.7,XAP,XAP,882.0,0.0,Not applicable / Not specified
279150,423387,Revolving loans,247500.0,12375.0,0.57,0.51,0.08,XAP,XNA,0.0,0.0,Not applicable / Not specified
279200,423439,Revolving loans,337500.0,16875.0,0.42,0.77,0.0,XAP,XAP,0.0,0.0,0
279268,423509,Cash loans,364428.0,10152.0,0.62,0.46,0.3,XAP,Other,0.0,0.0,Not applicable / Not specified
279345,423590,Cash loans,254700.0,14751.0,0.0,0.76,0.61,XAP,XAP,0.0,0.0,Not applicable / Not specified
279419,423682,Cash loans,450000.0,50904.0,0.65,0.69,0.43,HC,XNA,-1.0,0.0,X
279592,423911,Cash loans,314055.0,13963.5,0.43,0.61,0.13,XAP,XAP,0.0,0.0,Not applicable / Not specified
279604,423923,Revolving loans,180000.0,9000.0,0.41,0.62,0.59,XAP,XAP,0.0,0.0,Not applicable / Not specified
279622,423944,Cash loans,136260.0,10044.0,0.7,0.06,0.29,XAP,XNA,-1.0,0.0,C
279664,424020,Cash loans,237024.0,12231.0,0.0,0.55,0.54,LIMIT,XAP,-1.0,0.0,C
279891,424295,Cash loans,781920.0,41787.0,0.0,0.27,0.34,XAP,XAP,0.0,0.0,Not applicable / Not specified
279922,424327,Cash loans,343287.0,25006.5,0.0,0.14,0.31,XAP,XNA,0.0,0.0,Not applicable / Not specified
279944,424349,Cash loans,341280.0,24961.5,0.5,0.44,0.0,XAP,XAP,0.0,0.0,0
279967,424380,Cash loans,900000.0,31887.0,0.0,0.7,0.56,XAP,XAP,-1.0,0.0,Not applicable / Not specified
280025,424438,Revolving loans,247500.0,12375.0,0.0,0.03,0.1,XAP,XAP,0.0,0.0,Not applicable / Not specified
280246,424664,Cash loans,1125000.0,29808.0,0.68,0.43,0.0,XAP,Repairs,0.0,0.0,C
280350,424778,Cash loans,912541.5,30289.5,0.0,0.76,0.65,XAP,XAP,0.0,0.0,Not applicable / Not specified
280573,425047,Cash loans,733315.5,39069.0,0.27,0.7,0.4,XAP,XAP,0.0,0.0,Not applicable / Not specified
280667,425143,Cash loans,1272456.0,54040.5,0.76,0.55,0.59,XAP,XAP,0.0,0.0,X
280756,425238,Cash loans,339241.5,16627.5,0.12,0.16,0.42,SCO,XAP,10766.565,0.0,Not applicable / Not specified
280900,425471,Cash loans,224149.5,24268.5,0.0,0.74,0.0,XAP,XNA,0.0,0.0,0
280923,425494,Cash loans,585000.0,22666.5,0.62,0.68,0.32,XAP,XAP,0.0,0.0,Not applicable / Not specified
280935,425506,Revolving loans,180000.0,9000.0,0.11,0.54,0.0,XAP,XAP,0.0,0.0,0
280957,425529,Cash loans,254700.0,14751.0,0.0,0.7,0.47,XAP,XNA,0.0,0.0,Not applicable / Not specified
281238,425812,Cash loans,269550.0,18234.0,0.0,0.16,0.0,HC,XNA,0.0,0.0,0
281385,426000,Cash loans,1078200.0,34911.0,0.0,0.65,0.26,XAP,XAP,0.0,0.0,Not applicable / Not specified
281509,426129,Cash loans,211500.0,9315.0,0.0,0.31,0.21,HC,XNA,0.0,0.0,Not applicable / Not specified
281518,426139,Cash loans,315000.0,16002.0,0.0,0.66,0.49,XAP,XAP,0.0,0.0,Not applicable / Not specified
281698,426323,Cash loans,450000.0,17095.5,0.0,0.71,0.0,XAP,XAP,0.0,0.0,0
281871,426503,Cash loans,926136.0,39370.5,0.68,0.75,0.55,XAP,XAP,0.0,0.0,C
281883,426516,Cash loans,729792.0,39721.5,0.84,0.72,0.7,XAP,XNA,0.0,0.0,C
281932,426565,Cash loans,640080.0,31131.0,0.39,0.58,0.29,XAP,XAP,-1.0,0.0,0
281939,426572,Cash loans,855000.0,25128.0,0.0,0.54,0.55,XAP,XAP,0.0,0.0,X
281974,426607,Cash loans,669600.0,34317.0,0.27,0.57,0.61,XAP,XAP,0.0,0.0,X
281991,426625,Revolving loans,315000.0,15750.0,0.87,0.74,0.57,LIMIT,XAP,270.0,0.0,Not applicable / Not specified
282196,426835,Cash loans,298512.0,33808.5,0.31,0.58,0.5,XAP,XNA,0.0,0.0,0
282235,426876,Cash loans,225000.0,12204.0,0.1,0.71,0.44,0,0,0.0,0.0,X
282437,427169,Cash loans,81756.0,5355.0,0.9,0.42,0.55,XAP,XAP,0.0,0.0,C
282686,427423,Cash loans,1024290.0,30078.0,0.31,0.05,0.35,XAP,XAP,0.0,0.0,Not applicable / Not specified
282727,427464,Cash loans,457312.5,36261.0,0.7,0.47,0.61,XAP,XAP,0.0,0.0,0
282925,427715,Cash loans,770292.0,30676.5,0.0,0.58,0.0,XAP,XAP,0.0,0.0,Not applicable / Not specified
283002,427793,Cash loans,814041.0,23800.5,0.0,0.72,0.55,XAP,XAP,0.0,0.0,Not applicable / Not specified
283177,427971,Cash loans,905688.0,26608.5,0.0,0.71,0.0,XAP,XNA,0.0,0.0,0
283436,428279,Cash loans,252000.0,11227.5,0.0,0.66,0.75,XAP,XNA,0.0,0.0,Not applicable / Not specified
283671,428526,Revolving loans,405000.0,20250.0,0.0,0.41,0.67,XAP,XAP,0.0,0.0,Not applicable / Not specified
283861,428736,Cash loans,315000.0,20128.5,0.41,0.36,0.63,CLIENT,XAP,0.0,0.0,C
283872,428748,Cash loans,283419.0,16398.0,0.41,0.28,0.51,XAP,XAP,0.0,0.0,Not applicable / Not specified
284228,429163,Cash loans,113746.5,9247.5,0.0,0.61,0.5,XAP,XAP,0.0,0.0,Not applicable / Not specified
284330,429279,Cash loans,1125000.0,62820.0,0.41,0.38,0.49,XAP,XAP,0.0,0.0,0
284354,429310,Cash loans,1312110.0,55723.5,0.0,0.75,0.65,XAP,XAP,2376.18,0.0,Not applicable / Not specified
284388,429346,Cash loans,348264.0,41458.5,0.0,0.62,0.75,XAP,XAP,0.0,0.0,C
284446,429418,Cash loans,247500.0,7222.5,0.0,0.7,0.6,0,0,0.0,0.0,Not applicable / Not specified
